rank,smiles,cn,cn_error,ysi,bp,density,lhv,dynamic_viscosity,tanimoto
83,CCCCCCCCCCCCCCCCC1CC(C)C(C)CC1C,56.294,9.706,132.00549286932818,360.3857638095239,834.6930769740841,43.580823998682604,27.812713987433025,1.0
84,CCCCCCCCC=CCCCCCCCC(=O)OCCCC,75.766,9.766,145.10091911551967,273.34958547619084,868.4314879223402,36.64975674675183,6.517084213948327,1.0
85,COCCOC,56.211,9.789,13.273847358106318,75.57745020476031,962.994694155765,25.060139370643096,0.3916488439713658,1.0
86,CCCCCCCC=C(CCCCCC)CCCCCC,56.178,9.822,135.70412871460294,346.8101622222221,777.8499879443582,44.03975826567992,7.698417800884763,1.0
87,CCCCCCCCCCCC,75.833,9.833,75.21411150712649,217.06495658172554,756.8571409264351,44.077602658734655,1.5504294471204378,1.0
88,CCCCCCCCCCCCCCOC(=O)CCCC,76.11,10.11,129.21737908837156,229.64580777777817,858.0807858922797,36.378441867742666,5.618972891815209,1.0
89,CCCCCCCCCC(=O)OCCC,55.853,10.147,80.27265703967242,246.58731697189288,857.9362515314812,34.20504508701521,2.8927402752435674,1.0
90,CCCCC=O,55.8,10.2,23.523889793928337,94.8818847271952,824.4930518388725,33.7259627206565,0.4844625775988505,1.0
91,CCCCCCCCCCC(=O)OC,55.568,10.432,79.5784771718331,245.55056435358182,867.679707412321,34.24611241394615,2.6052838881633407,1.0
92,COCOCCOCOC,76.469,10.469,18.151577061934812,186.3432338478319,1029.0240487579294,21.60861361561937,1.524045232337041,1.0
93,CC(C)C(=O)O,76.576,10.576,23.150311469428928,159.51298813148668,933.055199257306,23.170581271736694,1.6170804676120056,0.5384615384615384
94,CCOCOCOCOCC,76.655,10.655,22.26989136924536,199.9644814861116,986.0442172855097,27.158806809341566,1.7648947557085874,0.9090909090909091
95,CCCCCCC(C)C,55.329,10.671,60.47545261767025,146.18632830468732,715.742777054728,44.20238421820494,0.7248443029900988,1.0
96,C=CC(=O)O,76.979,10.979,31.83980578586473,141.3467572914039,974.3212097909441,18.83767796807192,1.305645493077455,0.3333333333333333
97,CCCCCCCCOC(C)C(=O)OCC,54.982,11.018,80.47410104344931,245.31593145999477,947.3647575679474,32.491270462812956,4.7636183922137265,0.4838709677419355
98,CC(C)CCOCCCC(=O)OCCC(C)C,54.923,11.077,81.55541054038873,224.64368304340346,958.7367690347008,29.440633291125387,5.282971090134424,0.5
99,CC=CC(=O)O,77.282,11.282,29.79225870359998,148.64336060543428,974.0855937694073,21.257875890571587,1.417912202495232,0.3333333333333333
100,CCCCCCC(CC)C(CC)CCCCCC,54.598,11.402,115.17432688727479,314.20215501803773,775.8530161188637,44.067324731732114,6.274970510762362,1.0
101,CCCCCCC(C)CCC(C)C,54.446,11.554,85.78301491350547,221.7393404251466,758.2052241332544,44.076739489793674,1.9425436439384094,1.0
102,CCCCCCCCCCCCCCC=C,77.681,11.681,106.51588367041785,283.90991124819607,777.2421072480074,44.06234314818607,3.1928142456818662,1.0
103,CCCCCCC(C)(C)C,54.284,11.716,68.99260465326874,160.8181229103562,723.5743346153245,44.145997656677984,0.9729761215695537,1.0
104,CCCCCCCCCCCCCC(C)(C)C1CCCCC1,54.189,11.811,128.60563687707517,354.6947101587304,836.4513883905596,43.522520131378684,20.276259831253377,1.0
105,C(COCCO)O,54.11,11.89,16.123611650173114,156.73245892380473,1100.975375042461,21.388225438682316,12.982348735946799,0.625
106,CCCCCCOC,78.078,12.078,34.46199548149579,127.58489889990003,755.7106888465497,36.631027847560304,0.55752132729845,1.0
107,CCCOCOCOCCC,78.167,12.167,33.26271211041044,192.98032473725297,945.0784758857372,29.812638059569434,1.479361258589068,0.5882352941176471
108,CCCCCCCCCCCC1=CC=CC=C1,53.638,12.362,110.45017949823604,302.3805869841272,850.9406469950013,42.39212145480676,4.720214754179494,1.0
109,CC(CO)OCC(C)OCC(C)OC,53.624,12.376,52.06085315661827,222.74138701772804,981.4744412388349,27.938681883592906,7.731292936936293,0.48148148148148145
110,CCOC(=O)CCCCCCCCC(=O)OCC,53.404,12.596,74.40858674848694,291.6205854761905,972.0552549927911,29.133724348940426,6.589638400346606,1.0
111,CCCCCCCCC=CCCCCCCCCCCCC(=O)OC,78.685,12.685,143.9428206960953,374.2999292857145,873.7792968803902,36.75490743671664,7.35541971349677,1.0
112,CCCCCCCCCCCCCC(=O)OCCCCCC,78.695,12.695,138.19988283107023,230.81775119047663,857.9171162261725,36.591182699889615,6.11262158974881,1.0
