rank,smiles,mixture_cn,cn_error,cn_score,ysi,chemical_valid,chemical_flags,ood_warning,confidence_score,mixture_dcn,blend_ratio,ad_score,in_domain,mixture_ysi,mixture_bp,mixture_density
114,CCCCOCCO,56.5015014982484,20.498498501751598,56.5015014982484,82.9547959037795,True,OK,False,100.0,56.5015014982484,0.4,0.026905032173813237,True,82.9547959037795,207.7435445086112,844.5749383884452
115,CCCCCCCC=O,56.374125392159954,20.625874607840046,56.374125392159954,84.92452111329746,True,OK,False,100.0,56.374125392159954,0.4,0.11907540311232134,True,84.92452111329746,208.43849877421115,820.8760473289752
116,CCCCOCC(C)O,54.16371984682625,22.836280153173753,54.16371984682625,83.193233714542,True,OK,False,100.0,54.16371984682625,0.4,0.03217783237392935,True,83.193233714542,215.05864652352994,844.728283857058
117,CCCCCCCC(=O)OCC,53.28209803455595,23.71790196544405,53.28209803455595,85.84979308510856,True,OK,False,100.0,53.28209803455595,0.4,0.07534080414207345,True,85.84979308510856,233.569031888283,835.1658119398143
118,CCCCCC(=O)OCCCC,52.699372442787116,24.300627557212884,52.699372442787116,85.81939958107473,True,OK,False,100.0,52.699372442787116,0.4,0.037284995169097446,True,85.81939958107473,233.45763746574136,834.4887223187479
119,CCCCCC=O,51.22795431157554,25.772045688424463,51.22795431157554,85.67894447620913,True,OK,False,100.0,51.22795431157554,0.4,0.030916275707110752,True,85.67894447620913,193.17931452378372,820.3867459909031
120,CCCCCCCC(=O)OC,51.027078927374,25.972921072626,51.027078927374,84.56278819066696,True,OK,False,100.0,51.027078927374,0.4,0.07662352718030219,True,84.56278819066696,226.90447762030306,837.293502493266
121,CCCCCC(=O)OCC,49.59544328336245,27.40455671663755,49.59544328336245,82.7473222587098,True,OK,False,100.0,49.59544328336245,0.4,0.010995140289082106,True,82.7473222587098,219.3380760147835,834.9166073771341
122,CCCCCCC(=O)OC,48.84547436419864,28.154525635801363,48.84547436419864,82.9391660883419,True,OK,False,100.0,48.84547436419864,0.4,0.05600920783704,True,82.9391660883419,219.76370211590284,837.2189602140572
123,CCCCC(=O)OCCC,48.61178543356358,28.388214566436417,48.61178543356358,83.5056106407628,True,OK,False,100.0,48.61178543356358,0.4,0.0422862516659227,True,83.5056106407628,219.40157555276085,835.2622656336297
124,CCCCCC(=O)OC,46.71336084790173,30.286639152098267,46.71336084790173,82.73835518386727,True,OK,False,100.0,46.71336084790173,0.4,0.009170548815456647,True,82.73835518386727,212.51558875261532,837.1903519423379
