Feature_Name,Feature_Type,Importance,Original_Index
Morgan_Bit_939,Morgan,3.485369635319078e-05,939
SlogP_VSA11,Descriptor,3.3237430041339867e-05,2098
Morgan_Bit_13,Morgan,3.2907357960929475e-05,13
Morgan_Bit_312,Morgan,3.2592718845020254e-05,312
Morgan_Bit_847,Morgan,2.9468956782245723e-05,847
Morgan_Bit_406,Morgan,2.7775647440896513e-05,406
Morgan_Bit_1992,Morgan,2.7448382387444776e-05,1992
Morgan_Bit_1978,Morgan,2.6948872018688653e-05,1978
Morgan_Bit_401,Morgan,2.5682999693353898e-05,401
Morgan_Bit_1309,Morgan,2.3300078711777033e-05,1309
Morgan_Bit_343,Morgan,2.3228375018415937e-05,343
Morgan_Bit_1847,Morgan,2.28733766889481e-05,1847
Morgan_Bit_875,Morgan,2.1647685452051535e-05,875
Morgan_Bit_1544,Morgan,2.099640643203404e-05,1544
Morgan_Bit_755,Morgan,2.086765440610671e-05,755
Morgan_Bit_1995,Morgan,2.0441999338321923e-05,1995
Morgan_Bit_718,Morgan,1.9067004381719202e-05,718
Morgan_Bit_821,Morgan,1.8826302944202685e-05,821
Morgan_Bit_1004,Morgan,1.8469556183580225e-05,1004
Morgan_Bit_1073,Morgan,1.8182616833049675e-05,1073
PEOE_VSA3,Descriptor,1.8080708013527167e-05,2080
Morgan_Bit_1069,Morgan,1.467018329863149e-05,1069
Morgan_Bit_1980,Morgan,1.4190060835696347e-05,1980
Morgan_Bit_841,Morgan,1.367958300435433e-05,841
Morgan_Bit_1649,Morgan,1.074969165242978e-05,1649
Morgan_Bit_1342,Morgan,1.0036789225072216e-05,1342
Morgan_Bit_486,Morgan,8.32496132317449e-06,486
Morgan_Bit_2033,Morgan,8.043881033062282e-06,2033
Morgan_Bit_314,Morgan,7.4557576972523565e-06,314
VSA_EState9,Descriptor,6.361146536720994e-06,2120
Morgan_Bit_1022,Morgan,6.342189326393198e-06,1022
PEOE_VSA5,Descriptor,6.038932290006163e-06,2082
Morgan_Bit_1369,Morgan,5.805896678489198e-06,1369
Morgan_Bit_1855,Morgan,5.522188686245864e-06,1855
Morgan_Bit_1645,Morgan,4.843760983941829e-06,1645
Morgan_Bit_1860,Morgan,4.4720344983359054e-06,1860
Morgan_Bit_1152,Morgan,4.2487789489892576e-06,1152
Morgan_Bit_1005,Morgan,3.758304661861834e-06,1005
Morgan_Bit_1581,Morgan,3.7139440804503043e-06,1581
Morgan_Bit_1035,Morgan,3.3739207843843543e-06,1035
Morgan_Bit_104,Morgan,3.2341056548033126e-06,104
Morgan_Bit_1187,Morgan,2.7511313901969288e-06,1187
Morgan_Bit_892,Morgan,1.647202642648246e-06,892
Morgan_Bit_997,Morgan,1.5830504562973338e-06,997
Morgan_Bit_1518,Morgan,0.0,1518
Morgan_Bit_390,Morgan,0.0,390
Morgan_Bit_1691,Morgan,0.0,1691
Morgan_Bit_782,Morgan,0.0,782
Morgan_Bit_1327,Morgan,0.0,1327
Morgan_Bit_1982,Morgan,0.0,1982
Morgan_Bit_1844,Morgan,0.0,1844
Morgan_Bit_1249,Morgan,0.0,1249
Morgan_Bit_690,Morgan,0.0,690
Morgan_Bit_1190,Morgan,0.0,1190
Morgan_Bit_455,Morgan,0.0,455
Morgan_Bit_836,Morgan,0.0,836
Morgan_Bit_195,Morgan,0.0,195
Morgan_Bit_1752,Morgan,0.0,1752
Morgan_Bit_1671,Morgan,0.0,1671
Morgan_Bit_835,Morgan,0.0,835
Morgan_Bit_915,Morgan,0.0,915
Morgan_Bit_28,Morgan,0.0,28
Morgan_Bit_308,Morgan,0.0,308
Morgan_Bit_1251,Morgan,0.0,1251
Morgan_Bit_1321,Morgan,0.0,1321
Morgan_Bit_1257,Morgan,0.0,1257
Morgan_Bit_1100,Morgan,0.0,1100
Morgan_Bit_1437,Morgan,0.0,1437
Morgan_Bit_115,Morgan,0.0,115
Morgan_Bit_872,Morgan,0.0,872
Morgan_Bit_2017,Morgan,0.0,2017
Morgan_Bit_1096,Morgan,0.0,1096
