Feature_Name,Feature_Type,Importance,Original_Index
Morgan_Bit_831,Morgan,0.0,831
Morgan_Bit_1313,Morgan,0.0,1313
Morgan_Bit_745,Morgan,0.0,745
Morgan_Bit_1699,Morgan,0.0,1699
Morgan_Bit_1119,Morgan,0.0,1119
Morgan_Bit_1618,Morgan,0.0,1618
Morgan_Bit_354,Morgan,0.0,354
Morgan_Bit_102,Morgan,0.0,102
Morgan_Bit_724,Morgan,0.0,724
Morgan_Bit_1064,Morgan,0.0,1064
Morgan_Bit_1537,Morgan,0.0,1537
Morgan_Bit_858,Morgan,0.0,858
Morgan_Bit_1013,Morgan,0.0,1013
Morgan_Bit_795,Morgan,0.0,795
Morgan_Bit_783,Morgan,0.0,783
Morgan_Bit_2007,Morgan,0.0,2007
Morgan_Bit_1436,Morgan,0.0,1436
Morgan_Bit_939,Morgan,0.0,939
Morgan_Bit_1271,Morgan,0.0,1271
Morgan_Bit_1726,Morgan,0.0,1726
Morgan_Bit_820,Morgan,0.0,820
Morgan_Bit_1695,Morgan,0.0,1695
Morgan_Bit_2015,Morgan,0.0,2015
Morgan_Bit_1820,Morgan,0.0,1820
Morgan_Bit_140,Morgan,0.0,140
Morgan_Bit_432,Morgan,0.0,432
Morgan_Bit_1704,Morgan,0.0,1704
Morgan_Bit_410,Morgan,0.0,410
Morgan_Bit_530,Morgan,0.0,530
VSA_EState10,Descriptor,0.0,2121
Morgan_Bit_1045,Morgan,0.0,1045
Morgan_Bit_636,Morgan,0.0,636
Morgan_Bit_1218,Morgan,0.0,1218
Morgan_Bit_2026,Morgan,0.0,2026
Morgan_Bit_1894,Morgan,0.0,1894
Morgan_Bit_1130,Morgan,0.0,1130
Morgan_Bit_759,Morgan,0.0,759
Morgan_Bit_781,Morgan,0.0,781
Morgan_Bit_533,Morgan,0.0,533
fr_halogen,Descriptor,0.0,2178
Morgan_Bit_951,Morgan,0.0,951
Morgan_Bit_255,Morgan,0.0,255
Morgan_Bit_337,Morgan,0.0,337
Morgan_Bit_334,Morgan,0.0,334
Morgan_Bit_1778,Morgan,0.0,1778
Morgan_Bit_912,Morgan,0.0,912
Morgan_Bit_1942,Morgan,0.0,1942
Morgan_Bit_59,Morgan,0.0,59
Morgan_Bit_1092,Morgan,0.0,1092
Morgan_Bit_1985,Morgan,0.0,1985
Morgan_Bit_1102,Morgan,0.0,1102
Morgan_Bit_799,Morgan,0.0,799
Morgan_Bit_167,Morgan,0.0,167
