Feature_Name,Feature_Type,Importance,Original_Index
Morgan_Bit_1147,Morgan,1.7857216270657994e-05,1147
Morgan_Bit_1349,Morgan,1.757748781519471e-05,1349
Morgan_Bit_1690,Morgan,1.7218234422930737e-05,1690
Morgan_Bit_1365,Morgan,1.447631213272357e-05,1365
Morgan_Bit_718,Morgan,1.1108528095542486e-05,718
Morgan_Bit_1464,Morgan,1.110630310656343e-05,1464
Morgan_Bit_1597,Morgan,1.0665462909205253e-05,1597
Morgan_Bit_145,Morgan,9.939289714667554e-06,145
Morgan_Bit_1356,Morgan,8.228005707385322e-06,1356
Morgan_Bit_29,Morgan,7.203362055566299e-06,29
Morgan_Bit_1544,Morgan,7.1762818721153435e-06,1544
Morgan_Bit_1022,Morgan,7.100227359366331e-06,1022
Morgan_Bit_322,Morgan,7.038399471311581e-06,322
Morgan_Bit_1823,Morgan,6.627603775609474e-06,1823
Morgan_Bit_482,Morgan,5.836188922499496e-06,482
Morgan_Bit_1860,Morgan,5.779793415325661e-06,1860
fr_aldehyde,Descriptor,5.6291257488794445e-06,2157
PEOE_VSA13,Descriptor,5.513890542845057e-06,2079
Morgan_Bit_1979,Morgan,4.44324018805816e-06,1979
Morgan_Bit_844,Morgan,4.285303465817996e-06,844
Morgan_Bit_677,Morgan,3.799544643633012e-06,677
Morgan_Bit_2033,Morgan,3.4707099200229364e-06,2033
Morgan_Bit_913,Morgan,3.018973180529717e-06,913
Morgan_Bit_1035,Morgan,2.70886391147251e-06,1035
Morgan_Bit_915,Morgan,2.706311116354762e-06,915
Morgan_Bit_1447,Morgan,2.6600614080109715e-06,1447
Morgan_Bit_898,Morgan,2.493188330546093e-06,898
SlogP_VSA1,Descriptor,2.4281326878491257e-06,2099
Morgan_Bit_556,Morgan,1.425547720127093e-06,556
Morgan_Bit_1991,Morgan,1.3317640186671717e-06,1991
Morgan_Bit_1004,Morgan,1.3074253855047129e-06,1004
Morgan_Bit_310,Morgan,1.2780070832324306e-06,310
Morgan_Bit_1454,Morgan,9.925958582821988e-07,1454
Morgan_Bit_195,Morgan,9.029512909344724e-07,195
Morgan_Bit_360,Morgan,8.88725818076605e-07,360
Morgan_Bit_691,Morgan,8.074616175814914e-07,691
Morgan_Bit_541,Morgan,6.396931466515407e-07,541
Morgan_Bit_287,Morgan,5.658624214323262e-07,287
Morgan_Bit_1920,Morgan,2.1507288054557432e-07,1920
Morgan_Bit_1824,Morgan,1.3637347106353783e-07,1824
Morgan_Bit_479,Morgan,0.0,479
Morgan_Bit_1379,Morgan,0.0,1379
Morgan_Bit_1702,Morgan,0.0,1702
Morgan_Bit_500,Morgan,0.0,500
Morgan_Bit_1663,Morgan,0.0,1663
Morgan_Bit_1138,Morgan,0.0,1138
Morgan_Bit_411,Morgan,0.0,411
Morgan_Bit_521,Morgan,0.0,521
Morgan_Bit_1628,Morgan,0.0,1628
Morgan_Bit_1749,Morgan,0.0,1749
Morgan_Bit_696,Morgan,0.0,696
Morgan_Bit_486,Morgan,0.0,486
Morgan_Bit_337,Morgan,0.0,337
Morgan_Bit_161,Morgan,0.0,161
Morgan_Bit_723,Morgan,0.0,723
Morgan_Bit_2007,Morgan,0.0,2007
Morgan_Bit_1545,Morgan,0.0,1545
Morgan_Bit_1796,Morgan,0.0,1796
Morgan_Bit_2030,Morgan,0.0,2030
Morgan_Bit_769,Morgan,0.0,769
Morgan_Bit_254,Morgan,0.0,254
Morgan_Bit_1069,Morgan,0.0,1069
Morgan_Bit_441,Morgan,0.0,441
Morgan_Bit_781,Morgan,0.0,781
Morgan_Bit_146,Morgan,0.0,146
Morgan_Bit_135,Morgan,0.0,135
Morgan_Bit_1516,Morgan,0.0,1516
Morgan_Bit_231,Morgan,0.0,231
Morgan_Bit_244,Morgan,0.0,244
Morgan_Bit_1509,Morgan,0.0,1509
Morgan_Bit_614,Morgan,0.0,614
Morgan_Bit_1256,Morgan,0.0,1256
Morgan_Bit_1861,Morgan,0.0,1861
Morgan_Bit_1599,Morgan,0.0,1599
Morgan_Bit_1724,Morgan,0.0,1724
Morgan_Bit_856,Morgan,0.0,856
