test_type,result_id,test_id,peak_pressure_bar,peak_HRR_J_deg,max_average_temp_K,NOx_ppm,CO_ppm,THC_ppm,particulate_mass_mg_m3,fuel_id,engine_id,injection_timing_CAD_BTDC,ignition_delay_CAD,indicated_thermal_efficiency,injection_duration,engine_type,engine_speed,injection_pressure_bar,IMEP_bar,fuel_name,fuel_type,feedstock_type,is_biodiesel,source_id,boiling_point,melting_point,flash_point_C,density_kg_m3,dynamic_viscosity_at_20,dynamic_viscosity_at_60,lower_heating_value_MJ_kg,cetane_number,ignition_timing_CAD_BTDC
constant_ignition_timing,105,105,,,,,,,,105,7,,,,,compression ignition,1200.0,600.0,,5-nonane,,Ketone,,7,462.6,,,826.0,,,38.0,,
constant_ignition_timing,106,106,,,,,,,,106,7,,,,,compression ignition,1200.0,600.0,,ethyl levulinate,,Levulinate,,7,480.0,,,1016.0,,,24.0,,
constant_ignition_timing,107,107,,,,,,,,107,7,,,,,compression ignition,1200.0,600.0,,butyl levulinate,,Levulinate,,7,514.0,,,974.0,,,28.0,,
constant_ignition_timing,108,108,,,,,,,,108,7,,,,,compression ignition,1200.0,600.0,,ethyle valerate,,Valerate,,7,420.0,,,875.0,8.47,,31.0,,
constant_ignition_timing,109,109,,,,,,,,109,7,,,,,compression ignition,1200.0,600.0,,butyl valerate,,Valerate,,7,462.0,,,868.0,,,33.0,,
constant_ignition_timing,110,110,,,,,,,,110,7,,,,,compression ignition,1200.0,600.0,,pentyl valerate,,Valerate,,7,481.0,,,865.0,,,34.0,,
constant_ignition_timing,111,111,,,,,,,,111,7,,,,,compression ignition,1200.0,600.0,,Octane,,Alkane,,8,399.0,,,699.0,0.51,,,,
constant_ignition_timing,112,112,,,,,,,,112,7,,,,,compression ignition,1200.0,600.0,,Nonane,,Alkane,,8,424.0,,,715.0,0.67,,,,
constant_ignition_timing,113,113,,,,,,,,113,7,,,,,compression ignition,1200.0,600.0,,Decane,,Alkane,,8,447.0,,,728.0,0.86,,,,
constant_ignition_timing,114,114,,,,,,,,114,7,,,,,compression ignition,1200.0,600.0,,Undecane,,Alkane,,8,469.0,,,737.0,1.1,,,,
constant_ignition_timing,115,115,,,,,,,,115,7,,,,,compression ignition,1200.0,600.0,,Dodecane,,Alkane,,8,489.0,,,745.0,1.39,,,,
constant_ignition_timing,116,116,,,,,,,,116,7,,,,,compression ignition,1200.0,600.0,,Tetradecane,,Alkane,,8,527.0,,,758.0,2.11,,,,
constant_ignition_timing,117,117,,,,,,,,117,7,,,,,compression ignition,1200.0,600.0,,Hexadecane,,Alkane,,8,560.0,,,770.0,3.06,,,,
constant_ignition_timing,118,118,,,,,,,,118,7,,,,,compression ignition,1200.0,600.0,,1-Octene,,Alkene,,8,394.0,,,711.0,0.45,,,,
constant_ignition_timing,119,119,,,,,,,,119,7,,,,,compression ignition,1200.0,600.0,,1-Decene,,Alkene,,8,444.0,,,737.0,0.76,,,,
constant_ignition_timing,120,120,,,,,,,,120,7,,,,,compression ignition,1200.0,600.0,,1-Octanol,,Alcohol,,8,468.0,,,823.0,7.49,,,,
constant_ignition_timing,121,121,,,,,,,,121,7,,,,,compression ignition,1200.0,600.0,,2-Octanol,,Alcohol,,8,453.0,,,817.0,7.41,,,,
constant_ignition_timing,122,122,,,,,,,,122,7,,,,,compression ignition,1200.0,600.0,,3-Octanol,,Alcohol,,8,448.0,,,818.0,6.9,,,,
constant_ignition_timing,123,123,,,,,,,,123,7,,,,,compression ignition,1200.0,600.0,,1-Octen-3-ol,,Alcohol,,8,448.0,,,830.0,,,,,
constant_ignition_timing,124,124,,,,,,,,124,7,,,,,compression ignition,1200.0,600.0,,1-Nonanol,,Alcohol,,8,486.0,,,824.0,9.85,,,,
constant_ignition_timing,125,125,,,,,,,,125,7,,,,,compression ignition,1200.0,600.0,,2-Nonanol,,Alcohol,,8,472.0,,,820.0,9.44,,,,
constant_ignition_timing,126,126,,,,,,,,126,7,,,,,compression ignition,1200.0,600.0,,5-Nonanol,,Alcohol,,8,468.0,,,818.0,9.03,,,,
constant_ignition_timing,127,127,,,,,,,,127,7,,,,,compression ignition,1200.0,600.0,,1-Decanol,,Alcohol,,8,503.0,,,825.0,11.17,,,,
constant_ignition_timing,128,128,,,,,,,,128,7,,,,,compression ignition,1200.0,600.0,,1-Decen-3-ol,,Alcohol,,8,489.0,,,837.0,,,,,
constant_ignition_timing,129,129,,,,,,,,129,7,,,,,compression ignition,1200.0,600.0,,1-Undecanol,,Alcohol,,8,518.0,,,831.0,14.73,,,,
constant_ignition_timing,130,130,,,,,,,,130,7,,,,,compression ignition,1200.0,600.0,,2-Undecanol,,Alcohol,,8,508.0,,,823.0,15.36,,,,
constant_ignition_timing,131,131,,,,,,,,131,7,,,,,compression ignition,1200.0,600.0,,10-Undecen-1-ol,,Alcohol,,8,523.0,,,850.0,,,,,
constant_ignition_timing,132,132,,,,,,,,132,7,,,,,compression ignition,1200.0,600.0,,"3,7-Dimethyl-1-octanol",,Alcohol,,8,485.0,,,832.0,13.66,,,,
constant_ignition_timing,133,133,,,,,,,,133,7,,,,,compression ignition,1200.0,600.0,,"3,7-Dimethyl-3-octanol",,Alcohol,,8,469.0,,,826.0,11.06,,,,
constant_ignition_timing,134,134,,,,,,,,134,7,,,,,compression ignition,1200.0,600.0,,1-Dodecanol,,Alcohol,,8,535.0,,,830.0,16.34,,,,
constant_ignition_timing,135,135,,,,,,,,135,7,,,,,compression ignition,1200.0,600.0,,1-Tetradecanol,,Alcohol,,8,560.0,,,824.0,,,,,
constant_ignition_timing,136,136,,,,,,,,136,7,,,,,compression ignition,1200.0,600.0,,1-Hexadecanol,,Alcohol,,8,585.0,,,818.0,,,,,
constant_ignition_timing,137,137,,,,,,,,137,7,,,,,compression ignition,1200.0,600.0,,1-Heptanol,Alcohol,plant/animal oils or fermentation of sugars,yes,9,449.0,,,820.0,5.78,,,,
constant_ignition_timing,138,138,,,,,,,,138,7,,,,,compression ignition,1200.0,600.0,,1-Octanol,Alcohol,"palm oil, coconut oil, etc",yes,9,468.0,,,823.0,7.49,,,,
constant_ignition_timing,139,139,,,,,,,,139,7,,,,,compression ignition,1200.0,600.0,,1-Dodecanol,Alcohol,lauric acid found in palm or coconut oil,yes,9,535.0,,,830.0,16.34,,,,
constant_ignition_timing,140,140,,,,,,,,140,7,,,,,compression ignition,1200.0,600.0,,Heptylbenzene,Alkylbenzene,Fossil / Synthetic,No,9,519.0,,,853.0,1.92,,,,
constant_ignition_timing,141,141,,,,,,,,141,7,,,,,compression ignition,1200.0,600.0,,Octylbenzene,Alkylbenzene,Fossil / Synthetic,No,9,538.0,,,853.0,2.37,,,,
constant_ignition_timing,142,142,,,,,,,,142,7,,,,,compression ignition,1200.0,600.0,,Dodecylbenzene,Alkylbenzene,Fossil / Synthetic,No,9,601.0,,,849.0,4.95,,,,
constant_ignition_timing,143,143,,,,,,,,143,7,,,,,compression ignition,1200.0,600.0,,Heptane,Alkane (Paraffin),Fossil,No,9,372.0,,,682.0,0.39,,,,
constant_ignition_timing,144,144,,,,,,,,144,7,,,,,compression ignition,1200.0,600.0,,Octane,Alkane (Paraffin),Fossil,No,9,399.0,,,699.0,0.51,,,,
constant_ignition_timing,145,145,,,,,,,,145,7,,,,,compression ignition,1200.0,600.0,,Dodecane,Alkane (Paraffin),Fossil,No,9,489.0,,,745.0,1.39,,,,
constant_ignition_timing,146,146,,,,,,,,146,7,,,,,compression ignition,1200.0,600.0,,Toluene+Hexane,Alkane/Aromatic Mix,Fossil,Blend,9,,,,692.0,,,,,
constant_ignition_timing,147,147,,,,,,,,147,7,,,,,compression ignition,1200.0,600.0,,Toluene+Heptane,Alkane/Aromatic Mix,Fossil,Blend,9,,,,720.0,,,,,
constant_ignition_timing,148,148,,,,,,,,148,7,,,,,compression ignition,1200.0,600.0,,Toluene+Undecane,Alkane/Aromatic Mix,Fossil,Blend,9,,,,783.0,,,,,
